annee;departement;population_20_59
2022;Rhône;1002322
2022;Sarthe;264933
2022;Savoie;219509
2022;Saône-et-Loire;246633
2022;Seine-Maritime;613612
2022;Seine-Saint-Denis;909455
2022;Seine-et-Marne;755517
2022;Somme;277788
2022;Tarn;179789
2022;Tarn-et-Garonne;123820
2022;Territoire de Belfort;69236
2022;Val-d'Oise;662798
2022;Val-de-Marne;767861
2022;Var;509253
2022;Vaucluse;267200
2022;Vendée;317195
2022;Vienne;209407
2022;Vosges;165304
2022;Yonne;151637
2022;Yvelines;753387
2023;Ain;337819
2023;Aisne;247276
2023;Allier;147217
2023;Alpes-Maritimes;535221
2023;Alpes-de-Haute-Provence;74951
2023;Ardennes;124993
2023;Ardèche;151089
2023;Ariège;70179
2023;Aube;146827
2023;Aude;169576
2023;Aveyron;125048
2023;Bas-Rhin;597960
2023;Bouches-du-Rhône;1033889
2023;Calvados;336518
2023;Cantal;63597
2023;Charente;160713
2023;Charente-Maritime;296394
2023;Cher;133785
2023;Corrèze;107330
2023;Corse;172228
2023;Creuse;48577
2023;Côte-d'Or;266113
2023;Côtes-d'Armor;268201
2023;Deux-Sèvres;173651
2023;Dordogne;179749
2023;Doubs;270463
2023;Drôme;246020
2023;Essonne;693045
2023;Eure;288435
2023;Eure-et-Loir;205656
2023;Finistère;435840
2023;Gard;356269
2023;Gers;84257
2023;Gironde;873191
2023;Guadeloupe;178830
2023;Guyane;142153
2023;Haut-Rhin;379776
2023;Haute-Garonne;792730
2023;Haute-Loire;103946
2023;Haute-Marne;76807
2023;Haute-Savoie;451165
2023;Haute-Saône;107498
2023;Haute-Vienne;173092
2023;Hautes-Alpes;64727
2023;Hautes-Pyrénées;105392
2023;Hauts-de-Seine;914475
2023;Hérault;603303
2023;Ille-et-Vilaine;570449
2023;Indre;94234
2023;Indre-et-Loire;298460
2023;Isère;649381
2023;Jura;119868
2023;La Réunion;447808
2023;Landes;198862
2023;Loir-et-Cher;148341
2023;Loire;362392
2023;Loire-Atlantique;754539
2023;Loiret;331088
2023;Lot;74100
2023;Lot-et-Garonne;147701
2023;Lozère;34440
2023;Maine-et-Loire;400081
2023;Manche;224355
2023;Marne;278353
2023;Martinique;167009
2023;Mayenne;140617
2023;Mayotte;130098
2023;Meurthe-et-Moselle;367685
2023;Meuse;82827
2023;Morbihan;352155
2023;Moselle;526363
2023;Nièvre;85716
2023;Nord;1324156
2023;Oise;414558
2023;Orne;120789
2023;Paris;1226870
2023;Pas-de-Calais;706676
2023;Puy-de-Dôme;324615
2023;Pyrénées-Atlantiques;333883
2023;Pyrénées-Orientales;222378
2023;Rhône;1008130
2023;Sarthe;264268
2023;Savoie;220264
2023;Saône-et-Loire;245032
2023;Seine-Maritime;612468
2023;Seine-Saint-Denis;915194
2023;Seine-et-Marne;759481
2023;Somme;276425
2023;Tarn;180329
2023;Tarn-et-Garonne;123982
2023;Territoire de Belfort;68888
2023;Val-d'Oise;665406
2023;Val-de-Marne;769928
2023;Var;511602
2023;Vaucluse;266497
2023;Vendée;318919
2023;Vienne;209269
2023;Vosges;163675
2023;Yonne;150843
2023;Yvelines;757119
2024;Ain;338995
2024;Aisne;245067
2024;Allier;146183
2024;Alpes-Maritimes;535513
2024;Alpes-de-Haute-Provence;74785
2024;Ardennes;123304
2024;Ardèche;150642
2024;Ariège;70183
2024;Aube;146236
2024;Aude;169025
2024;Aveyron;124275
2024;Bas-Rhin;598411
2024;Bouches-du-Rhône;1035049
2024;Calvados;336916
2024;Cantal;63103
2024;Charente;159819
2024;Charente-Maritime;297395
2024;Cher;132774
2024;Corrèze;106638
2024;Corse;172952
2024;Creuse;48031
2024;Côte-d'Or;266004
2024;Côtes-d'Armor;267954
2024;Deux-Sèvres;173011
2024;Dordogne;178494
2024;Doubs;270541
2024;Drôme;245609
2024;Essonne;693895
2024;Eure;287291
2024;Eure-et-Loir;204714
2024;Finistère;435926
2024;Gard;355542
2024;Gers;83840
2024;Gironde;880465
2024;Guadeloupe;176012
2024;Guyane;142598
2024;Haut-Rhin;377507
2024;Haute-Garonne;801144
2024;Haute-Loire;103432
2024;Haute-Marne;75723
2024;Haute-Savoie;453069
2024;Haute-Saône;106529
2024;Haute-Vienne;172571
2024;Hautes-Alpes;64289
2024;Hautes-Pyrénées;105281
2024;Hauts-de-Seine;917588
2024;Hérault;608377
2024;Ille-et-Vilaine;574847
2024;Indre;93006
2024;Indre-et-Loire;299058
2024;Isère;650084
2024;Jura;119180
2024;La Réunion;445237
2024;Landes;199454
2024;Loir-et-Cher;147496
2024;Loire;362560
2024;Loire-Atlantique;761360
2024;Loiret;330913
2024;Lot;73715
2024;Lot-et-Garonne;146818
2024;Lozère;34305
2024;Maine-et-Loire;401574
2024;Manche;222842
2024;Marne;276872
2024;Martinique;163449
2024;Mayenne;140033
2024;Mayotte;134329
2024;Meurthe-et-Moselle;366668
2024;Meuse;81502
2024;Morbihan;352237
2024;Moselle;523356
2024;Nièvre;85050
2024;Nord;1322625
2024;Oise;412654
2024;Orne;119297
2024;Paris;1213981
2024;Pas-de-Calais;701631
2024;Puy-de-Dôme;324356
2024;Pyrénées-Atlantiques;334784
2024;Pyrénées-Orientales;222715
2024;Rhône;1013475
2024;Sarthe;263467
2024;Savoie;220792
2024;Saône-et-Loire;243070
2024;Seine-Maritime;610701
2024;Seine-Saint-Denis;920755
2024;Seine-et-Marne;761634
2024;Somme;274867
2024;Tarn;180341
2024;Tarn-et-Garonne;123863
2024;Territoire de Belfort;68249
2024;Val-d'Oise;667612
2024;Val-de-Marne;771130
2024;Var;512343
2024;Vaucluse;265652
2024;Vendée;320305
2024;Vienne;209014
2024;Vosges;161580
2024;Yonne;149576
2024;Yvelines;759211
2025;Ain;340161
2025;Aisne;242942
2025;Allier;145047
2025;Alpes-Maritimes;535847
2025;Alpes-de-Haute-Provence;74602
2025;Ardennes;121947
2025;Ardèche;149982
2025;Ariège;70305
2025;Aube;145561
2025;Aude;168452
2025;Aveyron;123645
2025;Bas-Rhin;598457
2025;Bouches-du-Rhône;1034966
2025;Calvados;337194
2025;Cantal;62764
2025;Charente;158815
2025;Charente-Maritime;298125
2025;Cher;131639
2025;Corrèze;105981
2025;Corse;173628
2025;Creuse;47419
2025;Côte-d'Or;266291
2025;Côtes-d'Armor;268125
2025;Deux-Sèvres;172421
2025;Dordogne;177669
2025;Doubs;271005
2025;Drôme;245114
2025;Essonne;695339
2025;Eure;285986
2025;Eure-et-Loir;204085
2025;Finistère;435124
2025;Gard;355033
2025;Gers;83477
2025;Gironde;888107
2025;Guadeloupe;173039
2025;Guyane;143182
2025;Haut-Rhin;374890
2025;Haute-Garonne;809427
2025;Haute-Loire;102712
2025;Haute-Marne;74895
2025;Haute-Savoie;455185
2025;Haute-Saône;105694
2025;Haute-Vienne;171905
2025;Hautes-Alpes;63840
2025;Hautes-Pyrénées;105071
2025;Hauts-de-Seine;921347
2025;Hérault;613535
2025;Ille-et-Vilaine;579127
2025;Indre;91940
2025;Indre-et-Loire;299234
2025;Isère;650843
2025;Jura;118430
2025;La Réunion;442854
2025;Landes;200151
2025;Loir-et-Cher;146725
2025;Loire;362521
2025;Loire-Atlantique;767680
2025;Loiret;331180
2025;Lot;73274
2025;Lot-et-Garonne;145815
2025;Lozère;34101
2025;Maine-et-Loire;402853
2025;Manche;221834
2025;Marne;275181
2025;Martinique;160203
2025;Mayenne;139457
2025;Mayotte;138101
2025;Meurthe-et-Moselle;366047
2025;Meuse;80433
2025;Morbihan;352046
2025;Moselle;520782
2025;Nièvre;84324
2025;Nord;1321096
2025;Oise;410502
2025;Orne;117971
2025;Paris;1201105
2025;Pas-de-Calais;696989
2025;Puy-de-Dôme;323583
2025;Pyrénées-Atlantiques;335348
2025;Pyrénées-Orientales;223020
2025;Rhône;1018731
2025;Sarthe;262662
2025;Savoie;221533
2025;Saône-et-Loire;240993
2025;Seine-Maritime;609190
2025;Seine-Saint-Denis;926615
2025;Seine-et-Marne;763898
2025;Somme;273005
2025;Tarn;180162
2025;Tarn-et-Garonne;123896
2025;Territoire de Belfort;67540
2025;Val-d'Oise;669284
2025;Val-de-Marne;772302
2025;Var;513234
2025;Vaucluse;264857
2025;Vendée;321716
2025;Vienne;208395
2025;Vosges;159571
2025;Yonne;148734
2025;Yvelines;760970
2026;Ain;340161
2026;Aisne;242942
2026;Allier;145047
2026;Alpes-Maritimes;535847
2026;Alpes-de-Haute-Provence;74602
2026;Ardennes;121947
2026;Ardèche;149982
2026;Ariège;70305
2026;Aube;145561
2026;Aude;168452
2026;Aveyron;123645
2026;Bas-Rhin;598457
2026;Bouches-du-Rhône;1034966
2026;Calvados;337194
2026;Cantal;62764
2026;Charente;158815
2026;Charente-Maritime;298125
2026;Cher;131639
2026;Corrèze;105981
2026;Corse;173628
2026;Creuse;47419
2026;Côte-d'Or;266291
2026;Côtes-d'Armor;268125
2026;Deux-Sèvres;172421
2026;Dordogne;177669
2026;Doubs;271005
2026;Drôme;245114
2026;Essonne;695339
2026;Eure;285986
2026;Eure-et-Loir;204085
2026;Finistère;435124
2026;Gard;355033
2026;Gers;83477
2026;Gironde;888107
2026;Guadeloupe;173039
2026;Guyane;143182
2026;Haut-Rhin;374890
2026;Haute-Garonne;809427
2026;Haute-Loire;102712
2026;Haute-Marne;74895
2026;Haute-Savoie;455185
2026;Haute-Saône;105694
2026;Haute-Vienne;171905
2026;Hautes-Alpes;63840
2026;Hautes-Pyrénées;105071
2026;Hauts-de-Seine;921347
2026;Hérault;613535
2026;Ille-et-Vilaine;579127
2026;Indre;91940
2026;Indre-et-Loire;299234
2026;Isère;650843
2026;Jura;118430
2026;La Réunion;442854
2026;Landes;200151
2026;Loir-et-Cher;146725
2026;Loire;362521
2026;Loire-Atlantique;767680
2026;Loiret;331180
2026;Lot;73274
2026;Lot-et-Garonne;145815
2026;Lozère;34101
2026;Maine-et-Loire;402853
2026;Manche;221834
2026;Marne;275181
2026;Martinique;160203
2026;Mayenne;139457
2026;Mayotte;138101
2026;Meurthe-et-Moselle;366047
2026;Meuse;80433
2026;Morbihan;352046
2026;Moselle;520782
2026;Nièvre;84324
2026;Nord;1321096
2026;Oise;410502
2026;Orne;117971
2026;Paris;1201105
2026;Pas-de-Calais;696989
2026;Puy-de-Dôme;323583
2026;Pyrénées-Atlantiques;335348
2026;Pyrénées-Orientales;223020
2026;Rhône;1018731
2026;Sarthe;262662
2026;Savoie;221533
2026;Saône-et-Loire;240993
2026;Seine-Maritime;609190
2026;Seine-Saint-Denis;926615
2026;Seine-et-Marne;763898
2026;Somme;273005
2026;Tarn;180162
2026;Tarn-et-Garonne;123896
2026;Territoire de Belfort;67540
2026;Val-d'Oise;669284
2026;Val-de-Marne;772302
2026;Var;513234
2026;Vaucluse;264857
2026;Vendée;321716
2026;Vienne;208395
2026;Vosges;159571
2026;Yonne;148734
2026;Yvelines;760970
