sexe,prenom,annee,naissances
1,ANTONIN,1953,15
1,ANTONIN,1954,30
1,ANTONIN,1955,20
1,ANTONIN,1957,15
1,ANTONIN,1958,25
1,ANTONIN,1960,25
1,ANTONIN,1961,20
1,ANTONIN,1962,20
1,ANTONIN,1963,15
1,ANTONIN,1964,15
1,ANTONIN,1965,10
1,ANTONIN,1966,15
1,ANTONIN,1967,15
1,ANTONIN,1968,5
1,ANTONIN,1969,15
1,ANTONIN,1970,20
1,ANTONIN,1971,25
1,ANTONIN,1972,30
1,ANTONIN,1973,20
1,ANTONIN,1974,45
1,ANTONIN,1975,30
1,ANTONIN,1976,30
1,ANTONIN,1977,60
1,ANTONIN,1978,55
1,ANTONIN,1979,85
1,ANTONIN,1980,100
1,ANTONIN,1981,95
1,ANTONIN,1982,90
1,ANTONIN,1983,120
1,ANTONIN,1984,130
1,ANTONIN,1985,190
1,ANTONIN,1986,245
1,ANTONIN,1987,235
1,ANTONIN,1988,250
1,ANTONIN,1989,280
1,ANTONIN,1990,350
1,ANTONIN,1991,420
1,ANTONIN,1992,425
1,ANTONIN,1993,425
1,ANTONIN,1994,470
1,ANTONIN,1995,530
1,ANTONIN,1996,610
1,ANTONIN,1997,700
1,ANTONIN,1998,775
1,ANTONIN,1999,995
1,ANTONIN,2000,1065
1,ANTONIN,2001,1250
1,ANTONIN,2002,1310
1,ANTONIN,2003,1350
1,ANTONIN,2004,1250
1,ANTONIN,2005,1180
1,ARI,1967,5
1,ARI,1968,5
1,ARI,1969,5
1,ARI,1970,5
1,ARI,1971,5
1,ARI,1972,5
1,ARI,1974,5
1,ARI,1976,5
1,ARI,1977,5
1,ARI,1978,5
1,ARI,1980,5
1,ARI,1982,5
1,ARI,1985,5
1,ARI,1986,5
1,ARI,1987,5
1,ARI,1988,5
1,ARI,1989,5
1,ARI,1990,5
1,ARI,1991,5
1,ARI,1992,5
1,ARI,1993,5
1,ARI,1994,5
1,ARI,1995,5
1,ARI,1996,10
1,ARI,1997,5
1,ARI,1998,10
1,ARI,1999,5
1,ARI,2000,5
1,ARI,2001,10
1,ARI,2002,20
1,ARI,2003,15
1,ARI,2004,20
1,ARI,2005,15
1,ARNAUD,1943,55
1,ARNAUD,1945,60
1,ARNAUD,1946,100
1,ARNAUD,1947,100
1,ARNAUD,1950,125
1,ARNAUD,1951,130
1,ARNAUD,1952,145
1,ARNAUD,1953,180
1,ARNAUD,1954,170
1,ARNAUD,1955,175
1,ARNAUD,1957,225
1,ARNAUD,1958,365
1,ARNAUD,1960,465
1,ARNAUD,1961,575
1,ARNAUD,1962,665
1,ARNAUD,1963,775
1,ARNAUD,1964,985
1,ARNAUD,1965,1050
1,ARNAUD,1966,1225
1,ARNAUD,1967,1280
1,ARNAUD,1968,1820
1,ARNAUD,1969,2290
1,ARNAUD,1970,3030
1,ARNAUD,1971,4685
1,ARNAUD,1972,5305
1,ARNAUD,1973,5775
1,ARNAUD,1974,6190
1,ARNAUD,1975,5635
1,ARNAUD,1976,4925
1,ARNAUD,1977,4725
1,ARNAUD,1978,4885
1,ARNAUD,1979,5105
1,ARNAUD,1980,4745
1,ARNAUD,1981,4875
1,ARNAUD,1982,4475
1,ARNAUD,1983,3760
1,ARNAUD,1984,3680
1,ARNAUD,1985,3540
1,ARNAUD,1986,4120
1,ARNAUD,1987,3825
1,ARNAUD,1988,3455
1,ARNAUD,1989,3125
1,ARNAUD,1990,2750
1,ARNAUD,1991,2550
1,ARNAUD,1992,2455
1,ARNAUD,1993,2110
1,ARNAUD,1994,2045
1,ARNAUD,1995,1930
1,ARNAUD,1996,1820
1,ARNAUD,1997,1605
1,ARNAUD,1998,1540
1,ARNAUD,1999,1410
1,ARNAUD,2000,1250
1,ARNAUD,2001,1205
1,ARNAUD,2002,885
1,ARNAUD,2003,775
1,ARNAUD,2004,620
1,ARNAUD,2005,535
1,AUBIN,1943,5
1,AUBIN,1945,10
1,AUBIN,1946,20
1,AUBIN,1947,15
1,AUBIN,1950,5
1,AUBIN,1951,5
1,AUBIN,1952,15
1,AUBIN,1953,5
1,AUBIN,1954,15
1,AUBIN,1955,10
1,AUBIN,1957,5
1,AUBIN,1958,5
1,AUBIN,1961,5
1,AUBIN,1962,5
1,AUBIN,1963,10
1,AUBIN,1965,10
1,AUBIN,1966,15
1,AUBIN,1967,5
1,AUBIN,1968,5
1,AUBIN,1969,5
1,AUBIN,1971,5
1,AUBIN,1972,5
1,AUBIN,1973,5
1,AUBIN,1974,5
1,AUBIN,1975,10
1,AUBIN,1976,10
1,AUBIN,1977,15
1,AUBIN,1978,15
1,AUBIN,1979,10
1,AUBIN,1980,20
1,AUBIN,1981,15
1,AUBIN,1982,15
1,AUBIN,1983,20
1,AUBIN,1984,15
1,AUBIN,1985,25
1,AUBIN,1986,25
1,AUBIN,1987,15
1,AUBIN,1988,25
1,AUBIN,1989,25
1,AUBIN,1990,35
1,AUBIN,1991,30
1,AUBIN,1992,25
1,AUBIN,1993,45
1,AUBIN,1994,55
1,AUBIN,1995,70
1,AUBIN,1996,320
1,AUBIN,1997,200
1,AUBIN,1998,150
1,AUBIN,1999,130
1,AUBIN,2000,150
1,AUBIN,2001,160
1,AUBIN,2002,165
1,AUBIN,2003,145
1,AUBIN,2004,165
1,AUBIN,2005,205
1,AUDE,1954,5
1,AUDE,1955,5
1,AUDE,1958,5
1,AUDE,1960,5
1,AUDE,1963,5
1,AUDE,1964,5
1,AUDE,1967,5
1,AUDE,1972,5
1,AUDE,1973,5
1,AUDE,1975,5
1,AUDE,1976,5
1,AUDE,1977,5
1,AUDE,1983,5
1,AUDE,1985,5
1,AUDREY,1966,5
1,AUDREY,1972,10
1,AUDREY,1973,5
1,AUDREY,1974,5
1,AUDREY,1975,5
1,AUDREY,1976,15
1,AUDREY,1977,5
1,AUDREY,1978,5
1,AUDREY,1979,10
1,AUDREY,1980,10
1,AUDREY,1981,20
1,AUDREY,1982,15
1,AUDREY,1983,20
1,AUDREY,1984,10
1,AUDREY,1985,10
1,AUDREY,1986,10
1,AUDREY,1987,10
1,AUDREY,1988,5
1,AUDREY,1989,10
1,AUDREY,1990,5
1,AURELIEN,1984,5
1,AURÉLIE,1947,5
1,AURÉLIEN,1943,20
1,AURÉLIEN,1945,15
1,AURÉLIEN,1946,15
1,AURÉLIEN,1947,10
1,AURÉLIEN,1950,15
1,AURÉLIEN,1951,20
1,AURÉLIEN,1952,20
1,AURÉLIEN,1953,25
1,AURÉLIEN,1954,10
1,AURÉLIEN,1955,20
1,AURÉLIEN,1957,20
1,AURÉLIEN,1958,20
1,AURÉLIEN,1960,5
1,AURÉLIEN,1961,10
1,AURÉLIEN,1962,10
1,AURÉLIEN,1963,5
1,AURÉLIEN,1964,15
1,AURÉLIEN,1965,10
1,AURÉLIEN,1966,25
1,AURÉLIEN,1967,20
1,AURÉLIEN,1968,25
1,AURÉLIEN,1969,30
1,AURÉLIEN,1970,40
1,AURÉLIEN,1971,40
1,AURÉLIEN,1972,50
1,AURÉLIEN,1973,65
1,AURÉLIEN,1974,65
1,AURÉLIEN,1975,565
1,AURÉLIEN,1976,915
1,AURÉLIEN,1977,855
1,AURÉLIEN,1978,1405
1,AURÉLIEN,1979,2665
1,AURÉLIEN,1980,3155
1,AURÉLIEN,1981,3270
1,AURÉLIEN,1982,3845
1,AURÉLIEN,1983,3440
1,AURÉLIEN,1984,3675
1,AURÉLIEN,1985,3755
1,AURÉLIEN,1986,3870
1,AURÉLIEN,1987,3665
1,AURÉLIEN,1988,3500
1,AURÉLIEN,1989,3475
1,AURÉLIEN,1990,3150
1,AURÉLIEN,1991,2995
1,AURÉLIEN,1992,2455
1,AURÉLIEN,1993,2080
1,AURÉLIEN,1994,1850
1,AURÉLIEN,1995,2040
1,AURÉLIEN,1996,1985
1,AURÉLIEN,1997,2040
1,AURÉLIEN,1998,1665
1,AURÉLIEN,1999,1945
1,AURÉLIEN,2000,1635
1,AURÉLIEN,2001,1400
1,AURÉLIEN,2002,1275
1,AURÉLIEN,2003,1180
1,AURÉLIEN,2004,1085
1,AURÉLIEN,2005,985
1,BASTIEN,1945,5
1,BASTIEN,1947,5
1,BASTIEN,1950,5
1,BASTIEN,1951,5
1,BASTIEN,1953,5
1,BASTIEN,1954,5
1,BASTIEN,1955,5
1,BASTIEN,1957,5
1,BASTIEN,1958,5
1,BASTIEN,1963,5
1,BASTIEN,1964,5
1,BASTIEN,1965,5
1,BASTIEN,1966,10
1,BASTIEN,1967,15
1,BASTIEN,1968,20
1,BASTIEN,1969,15
1,BASTIEN,1970,20
1,BASTIEN,1971,50
1,BASTIEN,1972,80
1,BASTIEN,1973,85
1,BASTIEN,1974,145
1,BASTIEN,1975,165
1,BASTIEN,1976,155
1,BASTIEN,1977,225
1,BASTIEN,1978,335
1,BASTIEN,1979,370
1,BASTIEN,1980,495
1,BASTIEN,1981,450
1,BASTIEN,1982,675
1,BASTIEN,1983,675
1,BASTIEN,1984,675
1,BASTIEN,1985,900
1,BASTIEN,1986,1040
1,BASTIEN,1987,1190
1,BASTIEN,1988,1380
1,BASTIEN,1989,1385
1,BASTIEN,1990,1920
1,BASTIEN,1991,1825
1,BASTIEN,1992,1790
1,BASTIEN,1993,1700
1,BASTIEN,1994,2045
1,BASTIEN,1995,1980
1,BASTIEN,1996,1890
1,BASTIEN,1997,1975
1,BASTIEN,1998,2380
1,BASTIEN,1999,2385
1,BASTIEN,2000,2190
1,BASTIEN,2001,2000
1,BASTIEN,2002,1790
1,BASTIEN,2003,1815
1,BASTIEN,2004,1555
1,BASTIEN,2005,1545
1,BENJAMIN,1943,35
1,BENJAMIN,1945,30
1,BENJAMIN,1946,30
1,BENJAMIN,1947,45
1,BENJAMIN,1950,55
1,BENJAMIN,1951,60
1,BENJAMIN,1952,50
1,BENJAMIN,1953,40
1,BENJAMIN,1954,45
1,BENJAMIN,1955,45
1,BENJAMIN,1957,30
1,BENJAMIN,1958,45
1,BENJAMIN,1960,50
1,BENJAMIN,1961,60
1,BENJAMIN,1962,65
1,BENJAMIN,1963,55
1,BENJAMIN,1964,80
1,BENJAMIN,1965,70
1,BENJAMIN,1966,70
1,BENJAMIN,1967,95
1,BENJAMIN,1968,135
1,BENJAMIN,1969,235
1,BENJAMIN,1970,380
1,BENJAMIN,1971,555
1,BENJAMIN,1972,670
1,BENJAMIN,1973,780
1,BENJAMIN,1974,885
1,BENJAMIN,1975,905
1,BENJAMIN,1976,1415
1,BENJAMIN,1977,1935
1,BENJAMIN,1978,1985
1,BENJAMIN,1979,2515
1,BENJAMIN,1980,3760
1,BENJAMIN,1981,3800
1,BENJAMIN,1982,4075
1,BENJAMIN,1983,4275
1,BENJAMIN,1984,4420
1,BENJAMIN,1985,4490
1,BENJAMIN,1986,4940
1,BENJAMIN,1987,5015
1,BENJAMIN,1988,5870
1,BENJAMIN,1989,6130
1,BENJAMIN,1990,6185
1,BENJAMIN,1991,5615
1,BENJAMIN,1992,6280
1,BENJAMIN,1993,5030
1,BENJAMIN,1994,5370
1,BENJAMIN,1995,5310
1,BENJAMIN,1996,4780
1,BENJAMIN,1997,4090
1,BENJAMIN,1998,3965
1,BENJAMIN,1999,4090
1,BENJAMIN,2000,4240
1,BENJAMIN,2001,3910
1,BENJAMIN,2002,3110
1,BENJAMIN,2003,2675
1,BENJAMIN,2004,2465
1,BENJAMIN,2005,2170
1,BENOIT,1952,5
1,BENOIT,1957,5
1,BENOIT,1958,5
1,BENOIT,1960,5
1,BENOIT,1962,5
1,BENOIT,1963,5
1,BENOIT,1964,5
1,BENOIT,1966,5
1,BENOIT,1967,10
1,BENOIT,1968,5
1,BENOIT,1969,10
1,BENOIT,1971,5
1,BENOIT,1972,5
1,BENOIT,1973,10
1,BENOIT,1974,5
1,BENOIT,1975,5
1,BENOIT,1976,5
1,BENOIT,1977,15
1,BENOIT,1978,10
1,BENOIT,1979,15
1,BENOIT,1980,15
1,BENOIT,1981,15
1,BENOIT,1982,10
1,BENOIT,1983,10
1,BENOIT,1984,5
1,BENOIT,1985,10
1,BENOIT,1986,15
1,BENOIT,1987,15
1,BENOIT,1988,10
1,BENOIT,1989,10
1,BENOIT,1990,5
1,BENOIT,1991,10
1,BENOIT,1992,10
1,BENOIT,1993,5
1,BENOIT,1994,5
1,BENOIT,1995,5
1,BENOIT,1996,5
1,BENOIT,1997,5
1,BENOIT,1998,10
1,BENOIT,1999,10
1,BENOIT,2000,10
1,BENOIT,2001,10
1,BENOIT,2002,5
1,BENOIT,2003,5
1,BENOIT,2005,5
1,BENOÎT,1943,105
1,BENOÎT,1945,155
1,BENOÎT,1946,185
1,BENOÎT,1947,200
1,BENOÎT,1950,325
1,BENOÎT,1951,335
1,BENOÎT,1952,380
1,BENOÎT,1953,425
1,BENOÎT,1954,425
1,BENOÎT,1955,500
1,BENOÎT,1957,705
1,BENOÎT,1958,725
1,BENOÎT,1960,1065
1,BENOÎT,1961,1335
1,BENOÎT,1962,1320
1,BENOÎT,1963,1320
1,BENOÎT,1964,1560
1,BENOÎT,1965,1535
1,BENOÎT,1966,1780
1,BENOÎT,1967,1925
1,BENOÎT,1968,1885
1,BENOÎT,1969,2515
1,BENOÎT,1970,2460
1,BENOÎT,1971,2720
1,BENOÎT,1972,2875
1,BENOÎT,1973,2870
1,BENOÎT,1974,3010
1,BENOÎT,1975,2940
1,BENOÎT,1976,3110
1,BENOÎT,1977,4340
1,BENOÎT,1978,4170
1,BENOÎT,1979,4095
1,BENOÎT,1980,4610
1,BENOÎT,1981,4280
1,BENOÎT,1982,4215
1,BENOÎT,1983,3670
1,BENOÎT,1984,3420
1,BENOÎT,1985,4000
1,BENOÎT,1986,4035
1,BENOÎT,1987,3630
1,BENOÎT,1988,3635
1,BENOÎT,1989,3040
1,BENOÎT,1990,2615
1,BENOÎT,1991,2515
1,BENOÎT,1992,2175
1,BENOÎT,1993,1840
1,BENOÎT,1994,1645
1,BENOÎT,1995,1520
1,BENOÎT,1996,1480
1,BENOÎT,1997,1395
1,BENOÎT,1998,1245
1,BENOÎT,1999,1155
1,BENOÎT,2000,1010
1,BENOÎT,2001,940
1,BENOÎT,2002,745
1,BENOÎT,2003,675
1,BENOÎT,2004,570
1,BENOÎT,2005,585
1,BERNARD,1943,11810
1,BERNARD,1945,11920
1,BERNARD,1946,18535
1,BERNARD,1947,19825
1,BERNARD,1950,18355
1,BERNARD,1951,16985
1,BERNARD,1952,17880
1,BERNARD,1953,15705
1,BERNARD,1954,14500
1,BERNARD,1955,13300
1,BERNARD,1957,10640
1,BERNARD,1958,10145
1,BERNARD,1960,7540
1,BERNARD,1961,6755
1,BERNARD,1962,5825
1,BERNARD,1963,5740
1,BERNARD,1964,4650
1,BERNARD,1965,3865
1,BERNARD,1966,3145
1,BERNARD,1967,2605
1,BERNARD,1968,2090
1,BERNARD,1969,1865
1,BERNARD,1970,1480
1,BERNARD,1971,1260
1,BERNARD,1972,1050
1,BERNARD,1973,775
1,BERNARD,1974,585
1,BERNARD,1975,485
1,BERNARD,1976,350
1,BERNARD,1977,330
1,BERNARD,1978,310
1,BERNARD,1979,290
1,BERNARD,1980,260
1,BERNARD,1981,250
1,BERNARD,1982,235
1,BERNARD,1983,175
1,BERNARD,1984,160
1,BERNARD,1985,155
1,BERNARD,1986,145
1,BERNARD,1987,140
1,BERNARD,1988,115
1,BERNARD,1989,90
1,BERNARD,1990,95
1,BERNARD,1991,110
1,BERNARD,1992,80
1,BERNARD,1993,65
1,BERNARD,1994,50
1,BERNARD,1995,40
1,BERNARD,1996,40
1,BERNARD,1997,40
1,BERNARD,1998,35
1,BERNARD,1999,30
1,BERNARD,2000,35
1,BERNARD,2001,20
1,BERNARD,2002,25
1,BERNARD,2003,20
1,BERNARD,2004,20
1,BERNARD,2005,15
1,BERTRAND,1943,260
1,BERTRAND,1945,315
1,BERTRAND,1946,455
1,BERTRAND,1947,495
1,BERTRAND,1950,660
1,BERTRAND,1951,710
1,BERTRAND,1952,800
1,BERTRAND,1953,885
1,BERTRAND,1954,915
1,BERTRAND,1955,1050
1,BERTRAND,1957,1335
1,BERTRAND,1958,1365
1,BERTRAND,1960,1460
1,BERTRAND,1961,1685
1,BERTRAND,1962,1795
1,BERTRAND,1963,1830
1,BERTRAND,1964,1920
1,BERTRAND,1965,1870
1,BERTRAND,1966,1825
1,BERTRAND,1967,1820
1,BERTRAND,1968,1960
1,BERTRAND,1969,2045
1,BERTRAND,1970,2055
1,BERTRAND,1971,1830
1,BERTRAND,1972,1970
1,BERTRAND,1973,1840
1,BERTRAND,1974,1835
1,BERTRAND,1975,1570
1,BERTRAND,1976,1715
1,BERTRAND,1977,1595
1,BERTRAND,1978,1635
1,BERTRAND,1979,1640
1,BERTRAND,1980,1490
1,BERTRAND,1981,1225
1,BERTRAND,1982,1115
1,BERTRAND,1983,955
1,BERTRAND,1984,885
1,BERTRAND,1985,955
1,BERTRAND,1986,855
1,BERTRAND,1987,815
1,BERTRAND,1988,665
1,BERTRAND,1989,555
1,BERTRAND,1990,520
1,BERTRAND,1991,480
1,BERTRAND,1992,395
1,BERTRAND,1993,295
1,BERTRAND,1994,235
1,BERTRAND,1995,210
1,BERTRAND,1996,145
1,BERTRAND,1997,155
1,BERTRAND,1998,115
1,BERTRAND,1999,85
1,BERTRAND,2000,80
1,BERTRAND,2001,75
1,BERTRAND,2002,45
1,BERTRAND,2003,40
1,BERTRAND,2004,50
1,BERTRAND,2005,35
1,BERYL,1976,5
1,BERYL,1981,5
1,BERYL,1984,5
1,BERYL,1986,5
1,BERYL,1987,5
1,BERYL,1990,5
1,BERYL,1994,5
1,BERYL,1997,5
1,BERYL,1999,5
1,BERYL,2000,5
1,BERYL,2001,5
1,BERYL,2003,5
1,BERYL,2004,5
1,BERYL,2005,10
1,BORIS,1943,10
1,BORIS,1945,20
1,BORIS,1946,25
1,BORIS,1947,30
1,BORIS,1950,20
1,BORIS,1951,20
1,BORIS,1952,20
1,BORIS,1953,15
1,BORIS,1954,25
1,BORIS,1955,20
1,BORIS,1957,20
1,BORIS,1958,30
1,BORIS,1960,60
1,BORIS,1961,50
1,BORIS,1962,55
1,BORIS,1963,65
1,BORIS,1964,70
1,BORIS,1965,55
1,BORIS,1966,90
1,BORIS,1967,120
1,BORIS,1968,200
1,BORIS,1969,210
1,BORIS,1970,240
1,BORIS,1971,315
1,BORIS,1972,570
1,BORIS,1973,560
1,BORIS,1974,490
1,BORIS,1975,445
1,BORIS,1976,400
1,BORIS,1977,480
1,BORIS,1978,440
1,BORIS,1979,450
1,BORIS,1980,480
1,BORIS,1981,470
1,BORIS,1982,415
1,BORIS,1983,395
1,BORIS,1984,445
1,BORIS,1985,455
1,BORIS,1986,545
1,BORIS,1987,595
1,BORIS,1988,625
1,BORIS,1989,595
1,BORIS,1990,570
1,BORIS,1991,570
1,BORIS,1992,395
1,BORIS,1993,365
1,BORIS,1994,360
1,BORIS,1995,270
1,BORIS,1996,275
1,BORIS,1997,205
1,BORIS,1998,190
1,BORIS,1999,155
1,BORIS,2000,120
1,BORIS,2001,120
1,BORIS,2002,100
1,BORIS,2003,85
1,BORIS,2004,85
1,BORIS,2005,85
1,BRICE,1943,5
1,BRICE,1945,5
1,BRICE,1947,15
1,BRICE,1950,20
1,BRICE,1951,30
1,BRICE,1952,30
1,BRICE,1953,35
1,BRICE,1954,35
1,BRICE,1955,30
1,BRICE,1957,40
1,BRICE,1958,55
1,BRICE,1960,70
1,BRICE,1961,75
1,BRICE,1962,100
1,BRICE,1963,105
1,BRICE,1964,110
1,BRICE,1965,110
1,BRICE,1966,125
1,BRICE,1967,140
1,BRICE,1968,145
1,BRICE,1969,190
1,BRICE,1970,220
1,BRICE,1971,295
1,BRICE,1972,335
1,BRICE,1973,355
1,BRICE,1974,395
1,BRICE,1975,425
1,BRICE,1976,430
1,BRICE,1977,610
1,BRICE,1978,675
1,BRICE,1979,790
1,BRICE,1980,965
1,BRICE,1981,1210
1,BRICE,1982,1090
1,BRICE,1983,950
1,BRICE,1984,915
1,BRICE,1985,910
1,BRICE,1986,895
1,BRICE,1987,960
1,BRICE,1988,985
1,BRICE,1989,945
1,BRICE,1990,925
1,BRICE,1991,905
1,BRICE,1992,780
1,BRICE,1993,655
1,BRICE,1994,595
1,BRICE,1995,625
1,BRICE,1996,685
1,BRICE,1997,660
1,BRICE,1998,695
1,BRICE,1999,775
1,BRICE,2000,800
1,BRICE,2001,730
1,BRICE,2002,630
1,BRICE,2003,570
1,BRICE,2004,510
1,BRICE,2005,335
1,BRUNO,1943,430
1,BRUNO,1945,435
1,BRUNO,1946,620
1,BRUNO,1947,745
1,BRUNO,1950,1440
1,BRUNO,1951,1740
1,BRUNO,1952,2040
1,BRUNO,1953,2465
1,BRUNO,1954,3135
1,BRUNO,1955,4055
1,BRUNO,1957,5825
1,BRUNO,1958,7505
1,BRUNO,1960,9665
1,BRUNO,1961,10815
1,BRUNO,1962,11635
1,BRUNO,1963,12740
1,BRUNO,1964,12245
1,BRUNO,1965,11705
1,BRUNO,1966,10915
1,BRUNO,1967,9615
1,BRUNO,1968,8675
1,BRUNO,1969,7625
1,BRUNO,1970,7360
1,BRUNO,1971,7045
1,BRUNO,1972,5695
1,BRUNO,1973,4430
1,BRUNO,1974,3640
1,BRUNO,1975,3000
1,BRUNO,1976,2515
1,BRUNO,1977,2425
1,BRUNO,1978,2175
1,BRUNO,1979,2100
1,BRUNO,1980,1955
1,BRUNO,1981,1800
1,BRUNO,1982,1870
1,BRUNO,1983,1590
1,BRUNO,1984,1355
1,BRUNO,1985,1330
1,BRUNO,1986,1225
1,BRUNO,1987,1210
1,BRUNO,1988,1010
1,BRUNO,1989,855
1,BRUNO,1990,785
1,BRUNO,1991,645
1,BRUNO,1992,555
1,BRUNO,1993,485
1,BRUNO,1994,450
1,BRUNO,1995,400
1,BRUNO,1996,370
1,BRUNO,1997,410
1,BRUNO,1998,295
1,BRUNO,1999,270
1,BRUNO,2000,280
1,BRUNO,2001,240
1,BRUNO,2002,195
1,BRUNO,2003,175
1,BRUNO,2004,170
1,BRUNO,2005,155
1,BÉATRICE,1950,5
1,BÉATRICE,1952,5
1,CAMILLE,1943,365
1,CAMILLE,1945,325
1,CAMILLE,1946,445
1,CAMILLE,1947,420
1,CAMILLE,1950,310
1,CAMILLE,1951,275
1,CAMILLE,1952,260
1,CAMILLE,1953,265
1,CAMILLE,1954,230
1,CAMILLE,1955,225
1,CAMILLE,1957,170
1,CAMILLE,1958,150
1,CAMILLE,1960,155
1,CAMILLE,1961,140
1,CAMILLE,1962,125
1,CAMILLE,1963,140
1,CAMILLE,1964,125
1,CAMILLE,1965,125
1,CAMILLE,1966,110
1,CAMILLE,1967,85
1,CAMILLE,1968,75
1,CAMILLE,1969,90
1,CAMILLE,1970,75
1,CAMILLE,1971,85
1,CAMILLE,1972,70
1,CAMILLE,1973,75
1,CAMILLE,1974,65
1,CAMILLE,1975,70
1,CAMILLE,1976,70
1,CAMILLE,1977,110
1,CAMILLE,1978,140
1,CAMILLE,1979,190
1,CAMILLE,1980,220
1,CAMILLE,1981,280
1,CAMILLE,1982,285
1,CAMILLE,1983,385
1,CAMILLE,1984,400
1,CAMILLE,1985,480
1,CAMILLE,1986,545
1,CAMILLE,1987,505
1,CAMILLE,1988,575
1,CAMILLE,1989,625
1,CAMILLE,1990,665
1,CAMILLE,1991,660
1,CAMILLE,1992,565
1,CAMILLE,1993,535
1,CAMILLE,1994,505
1,CAMILLE,1995,485
1,CAMILLE,1996,475
1,CAMILLE,1997,505
1,CAMILLE,1998,510
1,CAMILLE,1999,425
1,CAMILLE,2000,405
1,CAMILLE,2001,360
1,CAMILLE,2002,340
1,CAMILLE,2003,350
1,CAMILLE,2004,405
1,CAMILLE,2005,385
1,CASSANDRE,1992,5
1,CASSANDRE,1993,5
1,CASSANDRE,1994,5
1,CASSANDRE,1995,5
1,CASSANDRE,1996,5
1,CASSANDRE,1997,5
1,CASSANDRE,1998,5
1,CASSANDRE,1999,5
1,CASSANDRE,2000,5
1,CASSANDRE,2002,5
1,CASSANDRE,2003,5
1,CASSANDRE,2004,5
1,CASSANDRE,2005,10
1,CATHERINE,1943,5
1,CATHERINE,1945,10
1,CATHERINE,1946,5
1,CATHERINE,1950,5
1,CATHERINE,1952,5
1,CATHERINE,1953,5
1,CATHERINE,1954,5
1,CATHERINE,1955,5
1,CATHERINE,1960,5
1,CATHERINE,1967,5
1,CATHERINE,1970,5
1,CEDRIC,1946,5
1,CEDRIC,1950,5
1,CEDRIC,1951,5
1,CEDRIC,1952,5
1,CEDRIC,1953,10
1,CEDRIC,1954,10
1,CEDRIC,1955,10
1,CEDRIC,1957,10
1,CEDRIC,1958,5
1,CEDRIC,1960,20
1,CEDRIC,1961,25
1,CEDRIC,1962,30
1,CEDRIC,1963,40
1,CEDRIC,1964,70
1,CEDRIC,1965,105
1,CEDRIC,1966,170
1,CEDRIC,1967,205
1,CEDRIC,1968,360
1,CEDRIC,1969,655
1,CEDRIC,1970,1000
1,CEDRIC,1971,1705
1,CEDRIC,1972,2970
1,CEDRIC,1973,4490
1,CEDRIC,1974,5985
1,CEDRIC,1975,6180
1,CEDRIC,1976,6645
1,CEDRIC,1977,6990
1,CEDRIC,1978,9295
1,CEDRIC,1979,9035
1,CEDRIC,1980,8110
1,CEDRIC,1981,8080
1,CEDRIC,1982,7660
1,CEDRIC,1983,6135
1,CEDRIC,1984,5375
1,CEDRIC,1985,5230
1,CEDRIC,1986,4710
1,CEDRIC,1987,4265
1,CEDRIC,1988,3630
1,CEDRIC,1989,3160
1,CEDRIC,1990,2995
1,CEDRIC,1991,2530
1,CEDRIC,1992,2115
1,CEDRIC,1993,1940
1,CEDRIC,1994,1640
1,CEDRIC,1995,1380
1,CEDRIC,1996,1065
1,CEDRIC,1997,865
1,CEDRIC,1998,840
1,CEDRIC,1999,880
1,CEDRIC,2000,845
1,CEDRIC,2001,675
1,CEDRIC,2002,650
1,CEDRIC,2003,545
1,CEDRIC,2004,435
1,CEDRIC,2005,355
1,CHANTAL,1943,10
1,CHANTAL,1945,10
1,CHANTAL,1946,10
1,CHANTAL,1947,10
1,CHANTAL,1950,15
1,CHANTAL,1951,5
1,CHANTAL,1952,15
1,CHANTAL,1953,10
1,CHANTAL,1954,15
1,CHANTAL,1955,15
1,CHANTAL,1957,15
1,CHANTAL,1958,10
1,CHANTAL,1960,15
1,CHANTAL,1961,10
1,CHANTAL,1962,5
1,CHANTAL,1963,10
1,CHANTAL,1964,5
1,CHANTAL,1965,5
1,CHANTAL,1966,5
1,CHANTAL,1967,5
1,CHANTAL,1968,5
1,CHANTAL,1969,5
1,CHANTAL,1971,5
1,CHANTAL,1972,5
1,CHARLES,1943,1590
1,CHARLES,1945,1675
1,CHARLES,1946,1765
1,CHARLES,1947,1660
1,CHARLES,1950,1535
1,CHARLES,1951,1370
1,CHARLES,1952,1335
1,CHARLES,1953,1235
1,CHARLES,1954,1190
1,CHARLES,1955,1115
1,CHARLES,1957,1160
1,CHARLES,1958,1290
1,CHARLES,1960,1155
1,CHARLES,1961,995
1,CHARLES,1962,935
1,CHARLES,1963,880
1,CHARLES,1964,820
1,CHARLES,1965,890
1,CHARLES,1966,770
1,CHARLES,1967,705
1,CHARLES,1968,680
1,CHARLES,1969,725
1,CHARLES,1970,695
1,CHARLES,1971,755
1,CHARLES,1972,675
1,CHARLES,1973,650
1,CHARLES,1974,590
1,CHARLES,1975,565
1,CHARLES,1976,515
1,CHARLES,1977,615
1,CHARLES,1978,725
1,CHARLES,1979,850
1,CHARLES,1980,900
1,CHARLES,1981,1065
1,CHARLES,1982,995
1,CHARLES,1983,960
1,CHARLES,1984,1050
1,CHARLES,1985,1230
1,CHARLES,1986,1320
1,CHARLES,1987,1360
1,CHARLES,1988,1435
